"categoryQuestion_or","answer"
"Loan ଣର ଫୋରକ୍ଲୋସର୍ କିପରି କରିବେ?","[""<p>ଜବରଦଖଲ ପ୍ରକ୍ରିୟା ଗୋଟିଏ ବ୍ୟାଙ୍କ / ଅନୁଷ୍ଠାନ ଠାରୁ ଅନ୍ୟକୁ ଭିନ୍ନ ହୋଇପାରେ ତେଣୁ ଆପଣ ଦୟାକରି ଆପଣଙ୍କର ବ୍ୟାଙ୍କ କିମ୍ବା ଅନୁଷ୍ଠାନର ଗ୍ରାହକ ଯତ୍ନ କେନ୍ଦ୍ର ସହିତ ଯୋଗାଯୋଗ କରିପାରିବେ | ଆପଣ ଆପଣଙ୍କର ବ୍ୟାଙ୍କ / ଅନୁଷ୍ଠାନର ନେଟ୍ ବ୍ୟାଙ୍କିଙ୍ଗ୍ କିମ୍ବା ମୋବାଇଲ୍ ଆପ୍ଲିକେସନ୍ ଉପରେ ମଧ୍ୟ ଚେକ୍ କରିପାରିବେ କିମ୍ବା ସବିଶେଷ ତଥ୍ୟ ପାଇବା ପାଇଁ ନିକଟସ୍ଥ ଶାଖା ପରିଦର୍ଶନ କରିପାରିବେ | <br> ମୋତେ ଆପଣଙ୍କର ବ୍ୟାଙ୍କ / ଅନୁଷ୍ଠାନର ନାମ ଜଣାନ୍ତୁ |</p>""]"
"ଭାରତ QR ଏବଂ BHIM UPI QR ସମାନ କି?","[""<p>BHIM UPI ହେଉଛି P2P (ବ୍ୟକ୍ତି-ରୁ-ବ୍ୟକ୍ତି) ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର ସହିତ P2M (କ୍ରୟ କାରବାର) | QR ବ୍ୟବହାର କରି କରାଯାଇଥିବା ପ୍ରତ୍ୟେକ କାରବାର ଗତିଶୀଳ ଏବଂ ସେଗୁଡ଼ିକର ନିଜସ୍ୱ କାରବାର ID ଅଛି | BHIM UPI କାରବାର UPI ଆପ୍ସରୁ ସୃଷ୍ଟି ହୋଇଥାଏ ଯେତେବେଳେ ଭାରତ QR କେବଳ P2M ଅଟେ ତେଣୁ ଦେୟ କାର୍ଡ ଦ୍ୱାରା କରାଯାଇଥାଏ |</p>""]"
"ଯଦି ମୋର FASTag ଟୋଲ ପ୍ଲାଜାରେ କାମ କରୁନାହିଁ?","[""<p>ଯଦି ଟୋଲ୍ ପ୍ଲାଜାରେ FASTag ଗ୍ରହଣ କରାଯାଏ ନାହିଁ, ଗ୍ରାହକ 1033 ଟୋଲ୍ ଫ୍ରି ନମ୍ବରକୁ କଲ କରିବା ଉଚିତ ଏବଂ ସେହି ବିଷୟରେ ଅଭିଯୋଗ ପଞ୍ଜିକରଣ କରିବା ଉଚିତ୍ | ସମସ୍ତ ଜାତୀୟ ରାଜପଥ ଟୋଲ୍ ପ୍ଲାଜାରେ NETC FASTag ଗ୍ରହଣ କରାଯାଇଛି, ରାଜ୍ୟ ରାଜପଥ ଚୟନ କରନ୍ତୁ ଏବଂ ପାର୍କିଂ ସ୍ଥାନଗୁଡିକ ଚୟନ କରନ୍ତୁ |</p>""]"
"NEFT ର ଅପରେଟିଂ ଘଣ୍ଟା କ’ଣ?","[""<p>NEFT ସେବାଗୁଡିକ 24 x 7. ଉପଲବ୍ଧ | |</p>""]"
"ମୁଁ କିପରି ଜାଣିବି ଯେ ମୋର ବିଲ୍ ପ paid ଠ ହୋଇଛି?","[""<p>ଇଲେକ୍ଟ୍ରୋନିକ୍ / ଇମେଲ୍ / SMS / ମୁଦ୍ରଣ ଫର୍ମରେ ଆପଣ ସଫଳ କାରବାର ସ୍ଥିତି ଏବଂ BPPS ବିଲ୍ ରିସିପ୍ (ବି-ଆସୁରଡ୍ ସହିତ) ପାଇବେ |</p>""]"
"ଯଦି ଗ୍ରାହକଙ୍କ ଦ୍ୱାରା ଓଲଟା ଏବଂ କ୍ଷତିପୂରଣ ନ ନିଆଯାଏ ତେବେ ଗ୍ରାହକଙ୍କ ପାଇଁ କାର୍ଯ୍ୟର ପ୍ରକ୍ରିୟା କ’ଣ?","[""<p>ଏହି ବିଷୟ ପାଇଁ, ଗ୍ରାହକ ସେମାନଙ୍କ ବ୍ୟାଙ୍କ ପାଖରେ ପହଞ୍ଚି ପାରିବେ | 30 ଦିନ ମଧ୍ୟରେ ବ୍ୟାଙ୍କରୁ ରିଜୋଲ୍ୟୁସନ୍ ନ ମିଳିବା କ୍ଷେତ୍ରରେ, ଗ୍ରାହକ ଏହାକୁ ବ୍ୟାଙ୍କ ଓମ୍ବଡସମ୍ୟାନ୍ଙ୍କ ନିକଟକୁ ପଠାଇ ରିସୋର୍ସ ନେଇପାରିବେ।</p>""]"
"FASTag କ’ଣ?","[""<p>FASTag ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଆଇଡେଣ୍ଟିଫିକେସନ୍ (RFID) ଟେକ୍ନୋଲୋଜିକୁ ସିଧାସଳଖ ପ୍ରିପେଡ୍ କିମ୍ବା ଏହା ସହିତ ସଂଯୁକ୍ତ ସଞ୍ଚୟ ଆକାଉଣ୍ଟରୁ ଟୋଲ୍ ପେମେଣ୍ଟ କରିବା ପାଇଁ ନିୟୋଜିତ କରେ | ଏହା ଆପଣଙ୍କ ଗାଡିର ୱିଣ୍ଡସ୍କ୍ରିନ୍ ଉପରେ ଲାଗିଥାଏ ଏବଂ ପ୍ଲାଜାରେ ଅଟକି ନ ଯାଇ ଟୋଲ୍ ପ୍ଲାଜା ଦେଇ ଯିବାରେ ସକ୍ଷମ ହୋଇଥାଏ | ଟ୍ୟାଗ୍ ସିଲେକ୍ଟ ଟ୍ୟାଗ୍ ଇସ୍ୟୁର୍ ବ୍ୟାଙ୍କ, ମାଇଫଷ୍ଟାଗ୍ ଆପ୍, ଆମାଜନ ଏବଂ NPCI ୱେବସାଇଟରେ ଅନଲାଇନ୍ କ୍ରୟ କରାଯାଇପାରିବ ଏବଂ ସେଭିଂ କିମ୍ବା ପ୍ରିପେଡ୍ ଆକାଉଣ୍ଟ ସହିତ ଲିଙ୍କ୍ ହୋଇପାରିବ |</p>""]"
"ପ୍ରିପେଡ୍ କାର୍ଡ ଦ୍ୱାରା କରାଯାଇଥିବା କାରବାର ପାଇଁ ଗ୍ରାହକଙ୍କ ଅଭିଯୋଗ ସମାଧାନ କୌଶଳ କ’ଣ?","[""<p>ଆପଣ ଇସୁର୍ / ବ୍ୟାଙ୍କ ସହିତ ଯୋଗାଯୋଗ କରିପାରିବେ ଯିଏ ଅଭିଯୋଗ ଏବଂ ରିଜୋଲ୍ୟୁସନ୍ ପଞ୍ଜିକରଣ ପାଇଁ କାର୍ଡ ପ୍ରଦାନ କରିଛନ୍ତି | ଆପଣଙ୍କ ସମସ୍ୟାର ସମାଧାନ ପାଇଁ ସେମାନେ କାର୍ଡ ନେଟୱାର୍କ ଦ୍ୱାରା ସ୍ଥାପିତ ମାନକ ବିବାଦ ପରିଚାଳନା ପ୍ରକ୍ରିୟା ଅନୁସରଣ କରିବେ |</p>""]"
"ଯଦି ଜଣେ ଗ୍ରାହକ ଅନ୍ୟ ଏକ UPI LITE (ଅନ୍-ଡିଭାଇସ୍ ୱାଲେଟ୍) ଯୋଡିବାକୁ ଚାହାଁନ୍ତି?","[""<p>ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ UPI LITE (ଅନ୍-ଡିଭାଇସ୍ ୱାଲେଟ୍) ଅକ୍ଷମ କରିବାକୁ ଗ୍ରାହକଙ୍କ ପାଖରେ ବିକଳ୍ପ ରହିବ | ଅକ୍ଷମ ବଟନ୍ କ୍ଲିକ୍ କରିବା ପରେ, LITE ଆକାଉଣ୍ଟରେ ବ୍ୟାଙ୍କ ସହିତ ଉପଲବ୍ଧ ବାଲାନ୍ସ ପାଣ୍ଠି ଗ୍ରାହକଙ୍କ ଆକାଉଣ୍ଟରେ ପ୍ରକାଶ ପାଇବ |</p>""]"
"ଗ୍ରାହକ କେଉଁଠାରୁ ଅଭିଯୋଗ ଦାଖଲ ପାଇଁ ଯୋଗାଯୋଗ ନମ୍ବର ପାଇପାରିବେ?","[""<p>ଦୟାକରି ମୋତେ ଆପଣଙ୍କର ବ୍ୟାଙ୍କ କିମ୍ବା ଅନୁଷ୍ଠାନର ନାମ ଜଣାନ୍ତୁ | ଗ୍ରାହକଙ୍କ ଯତ୍ନ ସମ୍ପର୍କ ବିବରଣୀ ସହିତ ଆମେ ଆପଣଙ୍କୁ ସାହାଯ୍ୟ କରିବୁ |</p>""]"
"BBPS ରେ କିପରି ଯୋଗଦେବେ?","[""<p>ବିଲର୍ ପାଇଁ BBPS ରେ ଯୋଗଦେବା ପାଇଁ 4 ଟି ସରଳ ପଦକ୍ଷେପ ଅଛି | BBPS ଯୋଜନାରେ ଅଂଶଗ୍ରହଣ କରିବା ପାଇଁ ଦୁଇଟି ଡିଫଲ୍ଟ BBPOU ଚୟନ କରନ୍ତୁ 2. ବିଲର୍ ସମ୍ମତି ଫର୍ମ ଏବଂ ସଂପୃକ୍ତ BBPOUs / NPCI କୁ ଆବଶ୍ୟକ ବିବରଣୀ ଦାଖଲ କରନ୍ତୁ 3. ସୁରକ୍ଷିତ ଚ୍ୟାନେଲ 4 ଉପରେ BBPOU ସହିତ ଯୋଗାଯୋଗ ନିଶ୍ଚିତ କରନ୍ତୁ | ବିଲ୍ ସୂଚନା ପାରାମିଟରଗୁଡିକ ପ୍ରଦାନ କରନ୍ତୁ |</p>""]"
"ଯଦି କ customer ଣସି ଗ୍ରାହକ ତାଙ୍କ ଦ୍ୱାରା ଦିଆଯାଇଥିବା ଶାରୀରିକ ଯାଞ୍ଚ ଦେଖିବାକୁ ଇଚ୍ଛା କରନ୍ତି, ତେବେ ବିକଳ୍ପଗୁଡ଼ିକ କ’ଣ ଉପଲବ୍ଧ?","[""<p>ସିଟିଏସ ଅଧିନରେ ଫିଜିକାଲ ଚେକକୁ ପ୍ରେଜେଣ୍ଟିଂ ବ୍ୟାଙ୍କରେ ରଖାୟାଇଥାଏ ଏବଂ ପେୟିଂ ବ୍ୟାଙ୍କକୁ ଯାଇନଥାଏ। ଯଦି ଜଣେ ଗ୍ରାହକ ଚାହିଁବେ, ତେବେ ବ୍ୟାଙ୍କଗୁଡ଼ିକ ଉପୟୁକ୍ତ ପ୍ରମାଣୀକୃତ/ପ୍ରମାଣୀକୃତ ଚେକ୍ର ଫଟୋ ପ୍ରଦାନ କରିପାରିବେ। ତେବେ ଯଦି କୌଣସି ଗ୍ରାହକ ଫିଜିକାଲ ଚେକ୍ ଦେଖିବାକୁ/ ପାଇବାକୁ ଚାହାନ୍ତି, ତେବେ ତାହାକୁ ପ୍ରସ୍ତୁତ କରୁଥିବା ବ୍ୟାଙ୍କରୁ ପାଇବାକୁ ପଡ଼ିବ, ଯେଉଁଥିପାଇଁ ତାଙ୍କ ବ୍ୟାଙ୍କକୁ ଅନୁରୋଧ କରିବାକୁ ପଡ଼ିବ। ଏଥିପାଇଁ ଖର୍ଚ୍ଚ/ଚାର୍ଜର ଏକ ଉପାଦାନ ମଧ୍ୟ ସାମିଲ ହୋଇପାରେ। ଆଇନଗତ ଆବଶ୍ୟକତାକୁ ପୂରଣ କରିବା ପାଇଁ ଚେକ୍ ଟ୍ରାଙ୍କୁଲାଇଜ୍ କରୁଥିବା ପ୍ରେଜେଣ୍ଟିଂ ବ୍ୟାଙ୍କଗୁଡ଼ିକୁ 10 ବର୍ଷ ପର୍ୟ୍ୟନ୍ତ ଫିଜିକାଲ ଇନଷ୍ଟ୍ରୁମେଣ୍ଟକୁ ସଂରକ୍ଷିତ ରଖିବାକୁ ପଡ଼ିବ</p>""]"
"","[""<p>ଉତ୍ତମ!</p>""]"
"UPI LITE ପେମେଣ୍ଟ ମୋଡ୍ ସହିତ ଜଡିତ ସୀମା କ’ଣ ହେବ?","[""<p>* ପ୍ରତି କାରବାର ସୀମା ସର୍ବାଧିକ ₹ 200 * ପ୍ରତିଦିନ ଜମାକାରୀ ବ୍ୟବହାର ₹ 4,000 * ସର୍ବାଧିକ ବାଲାନ୍ସ ଯାହା UPI LITE ଆକାଉଣ୍ଟରେ ଯେକୌଣସି ସମୟରେ ଉପଲବ୍ଧ ହୋଇପାରିବ ₹ 2,000</p>""]"
"TREPS ର ମୌଳିକ ବୈଶିଷ୍ଟ୍ୟ ଗୁଡିକ କ’ଣ?","[""<p>ଟ୍ରେପସର ମୁଖ୍ୟ ବୈଶିଷ୍ଟ୍ୟଗୁଡ଼ିକ ହେଉଛି- ବର୍ତ୍ତମାନ ଆଗାମୀ 7 ଦିନ ପର୍ୟ୍ୟନ୍ତ ଏବଂ ତିନି ମାସ ପର୍ୟ୍ୟନ୍ତ ଋଣ ନେବା ଏବଂ ନେବା ପାଇଁ ତାରିଖ ଉପଲବ୍ଧ ଅଛି। ସଦସ୍ୟଙ୍କ ଅନୁରୋଧ କ୍ରମେ, 365 ଦିନ ପର୍ୟ୍ୟନ୍ତ ଅବଧି ଥିବା ଏକ ଉପକରଣ ଉପଲବ୍ଧ କରାୟାଇପାରେ ।[/li]ଟିଆର୍ଇପିଏସ୍ ଅଧୀନରେ ପ୍ରତ୍ୟେକ ଅର୍ଡରର ସର୍ବନିମ୍ନ ଲଟ୍ ଆକାର 5 ଲକ୍ଷ ଟଙ୍କା ଏବଂ ଏହାର ଗୁଣିତକ ।[/li]T+0 (ସେମ ଡେ ସେଟେଲମେଣ୍ଟ) ଏବଂ T+1 (ନେକ୍ସଟ ଡେ ସେଟେଲମେଣ୍ଟ) ପ୍ରକାରର ସେଟେଲମେଣ୍ଟ ପାଇଁ ଉଧାର ଏବଂ / କିମ୍ବା ଋଣ ପ୍ରଦାନ କରାୟାଇପାରେ ।[/li] TREP ID ଟିଆରଇପିର 2ୟ ପର୍ୟ୍ୟାୟ ପରିଶୋଧ ତାରିଖକୁ ସୂଚିତ କରେ ।[/li]/ol[/ol]</p>""]"
"IMPS କ’ଣ?","[""<p>IMPS ହେଉଛି 24 X 7 ପ୍ରକୃତ ସମୟ ତୁରନ୍ତ ଦେୟ ସେବା | ଏହି ସେବା NPCI ଦ୍ୱାରା ପ୍ରଦାନ କରାଯାଇଛି ଯାହା ଗ୍ରାହକମାନଙ୍କୁ ବ୍ୟାଙ୍କ ଏବଂ ଆରବିଆଇ ପ୍ରାଧିକୃତ ପ୍ରିପେଡ୍ ପେମେଣ୍ଟ ଇନଷ୍ଟ୍ରୁମେଣ୍ଟ ଇସୁର୍ସ (PPI) ମାଧ୍ୟମରେ ତୁରନ୍ତ ଟଙ୍କା ଟ୍ରାନ୍ସଫର କରିବାକୁ ସକ୍ଷମ କରିଥାଏ |</p>""]"
"ଏକ କ୍ରେଡିଟ୍ କାର୍ଡ ପାଇଁ ବାର୍ଷିକ ନବୀକରଣ ଦେୟ ଅଛି କି?","[""<p>ଅଧିକାଂଶ କ୍ରେଡିଟ୍ କାର୍ଡରେ ବାର୍ଷିକ ଶୁଳ୍କ ପ୍ରଯୁଜ୍ୟ, ଯଦିଓ ଆପଣ ଧାରଣ କରିଥିବା କ୍ରେଡିଟ୍ କାର୍ଡର ପ୍ରକାର ଏବଂ ବାର୍ଷିକ ଖର୍ଚ୍ଚ ଉପରେ ନିର୍ଭର କରି ବ୍ୟାଙ୍କଗୁଡିକ ବାର୍ଷିକ ଶୁଳ୍କ ଛାଡି ପାରନ୍ତି | ଅଧିକ ବିବରଣୀ ପାଇଁ ଦୟାକରି ଆପଣଙ୍କର ବ୍ୟାଙ୍କ ସହିତ ଯୋଗାଯୋଗ କରନ୍ତୁ |</p>""]"
"NEFT / NRE ଏବଂ NRO ଆକାଉଣ୍ଟକୁ ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର କରିବାକୁ NEFT ବ୍ୟବହାର କରାଯାଇପାରିବ କି?","[""<p>ହଁ | ଦେଶରେ NRE ଏବଂ NRO ଆକାଉଣ୍ଟରୁ ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର ପାଇଁ NEFT ବ୍ୟବହାର କରାଯାଇପାରିବ | ଏହା, ତଥାପି, ବିଦେଶିକ ବିନିମୟ ପରିଚାଳନା ଅଧିନିୟମ, 2000 (FEMA) ଏବଂ ତାର ସ୍ଥାନାନ୍ତର ନିର୍ଦ୍ଦେଶାବଳୀଗୁଡିକର ନିୟମାବଳୀ ଅନୁଯାୟୀ |</p>""]"
"କୌଣସି ପ୍ରକାରର କାରବାର ଅଛି ଯାହା ମାଗଣା କାରବାର ଅଧୀନରେ ଗଣାଯିବ ନାହିଁ?","[""<p>ଏଟିଏମ୍ ମାଗଣା କାରବାର ସଂଖ୍ୟା ଆର୍ଥିକ ଏବଂ ଅଣ-ଆର୍ଥିକ କାରବାରକୁ ଅନ୍ତର୍ଭୁକ୍ତ କରେ | <br> ତଥାପି, ହାର୍ଡୱେର୍, ସଫ୍ଟୱେର୍, ଯୋଗାଯୋଗ ସମସ୍ୟା ପରି ଯାନ୍ତ୍ରିକ କାରଣ ହେତୁ କାରବାର ବିଫଳ ହୁଏ; ଏଟିଏମରେ ମୁଦ୍ରା ନୋଟଗୁଡିକର ଉପଲବ୍ଧତା ଇତ୍ୟାଦି ଗ୍ରାହକଙ୍କୁ ଚାର୍ଜ କରିବା ପାଇଁ ବୈଧ ଏଟିଏମ୍ କାରବାର ଭାବରେ ଗଣାଯିବ ନାହିଁ | ଅଧିକ ବିବରଣୀ ପାଇଁ ଆପଣ ଆପଣଙ୍କର ବ୍ୟାଙ୍କ ସହିତ ଯୋଗାଯୋଗ କରିପାରିବେ |</p>""]"
"ଯଦି କେବଳ ବ୍ୟାଙ୍କ ଆକାଉଣ୍ଟରୁ ଲୋଡିଂ ସହିତ PPI ଆବଶ୍ୟକ ହୁଏ ନାହିଁ ଏବଂ ବନ୍ଦ କରିବାକୁ ପଡେ ତେବେ ବକେୟା ବାଲାନ୍ସର କ’ଣ ହେବ?","[""<p>PPI ପ୍ରଦାନକାରୀ ଯେକୌଣସି ସମୟରେ PPI ବନ୍ଦ କରିବାକୁ ଏକ ବିକଳ୍ପ ଦେବେ | ବନ୍ଦ ଆୟକୁ ‘ଉତ୍ସ ଆକାଉଣ୍ଟକୁ ଫେରାଇ' ସ୍ଥାନାନ୍ତର କରାଯାଇପାରିବ (ଯେଉଁଠାରୁ PPI ଲୋଡ୍ ହୋଇଥିଲା ଦେୟ ଉତ୍ସ) | ଵିକଳ୍ପିକ ଭାବରେ, ବନ୍ଦ ଆୟ PPI ଧାରକଙ୍କ KYC ଆବଶ୍ୟକତା ପାଳନ କରିବା ପରେ ଏକ ବ୍ୟାଙ୍କ ଆକାଉଣ୍ଟକୁ ସ୍ଥାନାନ୍ତର କରାଯାଇପାରିବ |</p>""]"
"ଆଇସିଡି କାରବାର ପାଇଁ ବ୍ୟାଙ୍କଗୁଡିକ ଦ୍ୱାରା ସକ୍ଷମ ହୋଇଥିବା ପୁନ - ସାଇକେଲ / ସିଡିଏମ୍ କିପରି ପାଇବୁ?","[""<p>ବ୍ୟାଙ୍କଗୁଡିକ ଜାଣିବା ପାଇଁ ଆପଣ ସଂଲଗ୍ନ ହୋଇଥିବା ଲିଙ୍କ୍ ପରିଦର୍ଶନ କରିପାରିବେ, ସେମାନଙ୍କର ପୁନ cy- ସାଇକ୍ଲର୍ / CDM ଗୁଡିକରେ ICD ସେବାକୁ ସକ୍ଷମ କରିଛନ୍ତି <a href = 'https // <a href='www.npci.org.in' target='_blank'>npci.org.in</a> / what-we-do / nfs / bank-list' ଟାର୍ଗେଟରେ | = '_ ଖାଲି'> https // <a href='www.npci.org.in' target='_blank'>npci.org.in</a> / what-we-do / nfs / bank-list </a></p>""]"
"ଏକ କ୍ରେଡିଟ୍ କାର୍ଡ କ’ଣ?","[""<p>ବ୍ୟାଙ୍କ / ଆର୍ଥିକ ପ୍ରତିଷ୍ଠାନ ଦ୍ୱାରା ଦିଆଯାଇଥିବା ନଗଦ ପାଇଁ କ୍ରେଡିଟ୍ କାର୍ଡ ହେଉଛି ଏକ ସୁବିଧାଜନକ ବିକଳ୍ପ ଯାହା ଆପଣଙ୍କୁ କ୍ରୟ, ବିଲ୍ ପଇଠ କରିବା କିମ୍ବା କ୍ରେଡିଟ୍ ଉପରେ ନଗଦ ପାଇବା ପାଇଁ ସୁବିଧା ଏବଂ ସୁରକ୍ଷା ଦେଇଥାଏ | ବ୍ୟାଙ୍କ ଦ୍ୱାରା ପ୍ରଦାନ କରାଯାଇଥିବା କ୍ରେଡିଟ୍ ବ୍ୟବହାର କରି ଦ୍ରବ୍ୟ ଏବଂ ସେବା ଏବଂ ତାପରେ ଆପଣ ପରବର୍ତ୍ତୀ ସମୟରେ ବ୍ୟାଙ୍କକୁ ଦେବେ | |</p>""]"
"* 99 # କାରବାରକୁ ଦର୍ଶାଇ ମୁଁ କେଉଁଠାରେ ଅଭିଯୋଗ ପଞ୍ଜିକରଣ କରିବି?","[""<p>ଆପଣ BHIM APP ରେ କିମ୍ବା ଆପଣଙ୍କର ବ୍ୟାଙ୍କ ସହିତ * 99 # ସମ୍ବନ୍ଧୀୟ ଅଭିଯୋଗ ଉଠାଇ ପାରିବେ | ମୋତେ ଆପଣଙ୍କର ବ୍ୟାଙ୍କ / ଅନୁଷ୍ଠାନର ନାମ ଜଣାନ୍ତୁ |</p>""]"
"କଣ୍ଟାକ୍ଟଲେସ୍ କାର୍ଡ କ’ଣ?","[""<p>ଏକ ଯୋଗାଯୋଗହୀନ ଡେବିଟ୍ କିମ୍ବା କ୍ରେଡିଟ୍ କାର୍ଡ ହେଉଛି ଅଂଶଗ୍ରହଣକାରୀ ଷ୍ଟୋର୍ଗୁଡିକରେ 5000 / - ପର୍ଯ୍ୟନ୍ତ କ୍ରୟ ପାଇଁ ଦେୟ ଦେବାର ଏକ ତୀବ୍ର ଉପାୟ | ବିଲିଂ କାଉଣ୍ଟରରେ ଆପଣଙ୍କ କାର୍ଡକୁ ବୁଡ଼ାଇବା (କିମ୍ବା ସ୍ୱାଇପ୍ କରିବା) ପରିବର୍ତ୍ତେ, କେବଳ କାର୍ଡକୁ କଣ୍ଟାକ୍ଟଲେସ୍ ଟର୍ମିନାଲରେ ଟ୍ୟାପ୍ କରନ୍ତୁ ଏବଂ ଏକ PIN ପ୍ରବେଶ ନକରି ଦେୟ ଦିଅନ୍ତୁ |</p>""]"
"ଗ୍ରାହକମାନେ ICD କାରବାରରେ ଜମା କରିପାରିବେ କେଉଁ ମୁଦ୍ରା ନାମ?","[""<p>ସମ୍ପ୍ରତି 100, 200, 500, 500 ଏବଂ 2000 ଟଙ୍କା ଗ୍ରହଣ କରିବାକୁ ନଗଦ ପୁନ - ସାଇକେଲ ଚାଳକ / CDM ଗୁଡିକ ବିନ୍ୟାସିତ ହୋଇଛି |</p>""]"
"ସାମ୍ପ୍ରତିକ ଆକାଉଣ୍ଟ୍ କ’ଣ?","[""<p>ସାମ୍ପ୍ରତିକ ଆକାଉଣ୍ଟ୍ ହେଉଛି ଏକ ଆକାଉଣ୍ଟ୍ ଯେଉଁଥିରେ ନଂ ଉପରେ କୌଣସି ସୀମା ନାହିଁ | କାରବାରର ଯାହା ଗୋଟିଏ ଦିନରେ କରାଯାଇପାରିବ ଏବଂ ସେଥିପାଇଁ କାରବାର ଆକାଉଣ୍ଟସ୍ ମଧ୍ୟ କୁହାଯାଏ |</p>""]"
"NEFT କାରବାରକୁ ଦର୍ଶାଇ ମୁଁ କେଉଁଠାରେ ଅଭିଯୋଗ ପଞ୍ଜିକରଣ କରିବି?","[""<p>ଯେକୌଣସି ଗ୍ରୀଭିଆନ୍ସ ପାଇଁ ନିକଟସ୍ଥ ଶାଖା କିମ୍ବା ପଞ୍ଜୀକୃତ ହେଲ୍ପଲାଇନ ପରିଦର୍ଶନ କରି ତୁରନ୍ତ ତୁମର ବ୍ୟାଙ୍କ ପାଖରେ ପହଞ୍ଚ | ମୋତେ ତୁମର ବ୍ୟାଙ୍କ / ଅନୁଷ୍ଠାନର ନାମ ଜଣାଇବାକୁ ଦିଅ |</p>""]"
"ବ୍ୟାଙ୍କଗୁଡିକ ଦ୍ଵାରା ଜାରି କରାଯାଇଥିବା PPI / ୱାଲେଟ୍ ସହିତ ଅନଧିକୃତ କାରବାର କ୍ଷେତ୍ରରେ ସୁରକ୍ଷା କ’ଣ ଉପଲବ୍ଧ?","[""<p>ବ୍ୟାଙ୍କ ପିପିଇ ପ୍ରଦାନକାରୀମାନେ ଜୁଲାଇ 6, 2017 କିମ୍ବା ଡିସେମ୍ବର 14, 2017 ତାରିଖର ଆରବିଆଇ ସର୍କୁଲାରଗୁଡିକ ପାଳନ କରିବେ, ଯେପରି ଗ୍ରାହକ ସୁରକ୍ଷା ଉପରେ ପ୍ରଯୁଜ୍ୟ - ଅନଧିକୃତ ଇଲେକ୍ଟ୍ରୋନିକ୍ ବ୍ୟାଙ୍କ କାରବାରରେ ଗ୍ରାହକଙ୍କ ଦାୟିତ୍ Lim ସୀମିତ ହେବ।</p>""]"
"ଡିଜିସାଥୀ କ’ଣ?","[""<p>ଡିଜିଟାଲ ପେମେଣ୍ଟ ସାମଗ୍ରୀ ଏବଂ ସେବା ପାଇଁ ଡିଜିସାଥୀ ହେଉଛି ଏକ 24 ଘଣ୍ଟିଆ ସୂଚନା ହଟଲାଇନ | ଡିଜି ଦେୟ ହେଉଛି ଏକ 24 ଘଣ୍ଟିଆ ସୂଚନା ହଟଲାଇନ ଯାହା ଡିଜିଟାଲ୍ ପେମେଣ୍ଟ ଉତ୍ପାଦ ଏବଂ ସେବା ବ୍ୟବହାରକାରୀଙ୍କ ପାଇଁ ନିର୍ମିତ | ହେଲ୍ପଲାଇନରେ ବିଭିନ୍ନ ପ୍ରକାରର ପେମେଣ୍ଟ କାର୍ଡ (ଡେବିଟ୍, କ୍ରେଡିଟ୍ ଏବଂ ପ୍ରିପେଡ୍ କାର୍ଡ ଅନ୍ତର୍ଭୂକ୍ତ କରି), UPI, QR- ଆଧାରିତ ଦେୟ, ମୋବାଇଲ୍ କିମ୍ବା ନେଟ୍ ବ୍ୟାଙ୍କିଙ୍ଗ୍, ଏଟିଏମ୍ ଏବଂ ଅନ୍ୟାନ୍ୟରେ ପ୍ରଦାନ କରାଯାଇଥିବା ବିଭିନ୍ନ ଉତ୍ପାଦ ଏବଂ ସେବା ବିଷୟରେ ସୂଚନା ପ୍ରଦାନ କରାଯିବ |</p>""]"
